"i1","j1","fq","pval","fdr","bon","ibp","jbp","rawc"
18,38,0.103640671332897,0,0,0,230890000,230990000,50.190468
18,39,0.100485757982392,0,0,0,230890000,230995000,49.476746
18,40,0.123293636991378,0,0,0,230890000,231000000,54.709805
18,41,0.0979707035483176,0,0,0,230890000,231005000,48.898735
18,42,0.102464796851952,0,0,0,230890000,231010000,49.910458
18,43,0.116619317299341,0,0,0,230890000,231015000,53.567528
18,44,0.0818279549714264,0,0,0,230890000,231020000,44.64086
18,45,0.128155891986422,0,0,0,230890000,231025000,55.570213
18,47,0.0844181201363791,0,0,0,230890000,231035000,45.527058
19,33,0.184233934126201,0,0,0,230895000,230965000,65.7373
19,41,0.143563456949245,0,0,0,230895000,231005000,58.64335
19,42,0.104350819477173,0,0,0,230895000,231010000,50.421436
19,43,0.115034716895342,0,0,0,230895000,231015000,53.06028
19,44,0.129647100297762,0,0,0,230895000,231020000,55.799084
19,46,0.0938697602943239,0,0,0,230895000,231030000,47.822212
19,48,0.0779350350480712,0,0,0,230895000,231040000,43.612305
20,36,0.143085189728541,0,0,0,230900000,230980000,58.42256
20,43,0.0939530528834009,0,0,0,230900000,231015000,47.83953
20,44,0.0855866175142014,0,0,0,230900000,231020000,45.786713
20,48,0.0809382490555435,0,0,0,230900000,231040000,44.21869
21,32,0.216650571616463,0,0,0,230905000,230960000,70.720726
21,39,0.121654283777024,0,0,0,230905000,230995000,54.367886
21,40,0.145331109543426,0,0,0,230905000,231000000,59.128372
22,40,0.165510760330452,0,0,0,230910000,231000000,63.32511
23,40,0.131305108402191,0,0,0,230915000,231000000,56.326134
23,41,0.119362648403502,0,0,0,230915000,231005000,53.93934
23,43,0.126333882401624,0,0,0,230915000,231015000,55.18727
23,44,0.113427847036313,0,0,0,230915000,231020000,52.759876
23,45,0.0932647057513714,0,0,0,230915000,231025000,47.596504
24,32,0.345597884143267,0,0,0,230920000,230960000,84.72217
24,40,0.129126419956908,0,0,0,230920000,231000000,55.7678
24,44,0.126488889019403,0,0,0,230920000,231020000,55.22186
25,39,0.176069829379041,0,0,0,230925000,230995000,64.922455
25,42,0.120639563854378,0,0,0,230925000,231010000,54.23435
25,43,0.130032799587828,0,0,0,230925000,231015000,56.030422
25,44,0.127042705859679,0,0,0,230925000,231020000,55.3297
25,45,0.127314132052833,0,0,0,230925000,231025000,55.395443
25,48,0.10056377759538,0,0,0,230925000,231040000,49.51895
26,33,0.403482878533119,0,0,0,230930000,230965000,90.6289
26,40,0.17656617590464,0,0,0,230930000,231000000,65.00044
26,41,0.149747174103777,0,0,0,230930000,231005000,60.483
26,42,0.131002561582023,0,0,0,230930000,231010000,56.146614
26,43,0.17567402536097,0,0,0,230930000,231015000,64.844124
26,44,0.242967461386494,0,0,0,230930000,231020000,74.328384
26,45,0.123662746413943,0,0,0,230930000,231025000,54.8066
26,46,0.136460359772454,0,0,0,230930000,231030000,57.57695
27,39,0.252520798487987,0,0,0,230935000,230995000,75.9193
27,41,0.185102900240769,0,0,0,230935000,231005000,65.89046
27,43,0.170414270099036,0,0,0,230935000,231015000,64.22373
27,44,0.228686040846118,0,0,0,230935000,231020000,71.694984
27,45,0.146373524547793,0,0,0,230935000,231025000,59.43777
27,47,0.119943083046322,0,0,0,230935000,231035000,54.12985
28,34,0.556563777804217,0,0,0,230940000,230970000,102.230576
28,35,0.442246569903089,0,0,0,230940000,230975000,94.62999
28,36,0.341937318033889,0,0,0,230940000,230980000,84.17396
28,37,0.293499729107977,0,0,0,230940000,230985000,80.3393
28,38,0.239257768741536,0,0,0,230940000,230990000,73.68826
28,40,0.291542037925291,0,0,0,230940000,231000000,79.96644
28,41,0.227366379264081,0,0,0,230940000,231005000,71.551544
28,42,0.185775951644981,0,0,0,230940000,231010000,66.07851
28,43,0.195055872824528,0,0,0,230940000,231015000,67.835144
28,44,0.16161600044099,0,0,0,230940000,231020000,62.062824
29,38,0.3367486735225,0,0,0,230945000,230990000,83.24829
29,39,0.274358997513635,0,0,0,230945000,230995000,77.07276
29,40,0.238806881057846,0,0,0,230945000,231000000,73.66615
29,42,0.162324919448872,0,0,0,230945000,231010000,62.301144
29,43,0.186895259342925,0,0,0,230945000,231015000,66.46291
29,45,0.129850274311061,0,0,0,230945000,231025000,55.8882
30,36,0.563911202060676,0,0,0,230950000,230980000,103.12197
30,39,0.326693841094668,0,0,0,230950000,230995000,82.83484
30,42,0.178637998038033,0,0,0,230950000,231010000,65.13953
30,43,0.234507599967784,0,0,0,230950000,231015000,73.07056
31,39,0.317133640285901,0,0,0,230955000,230995000,81.927635
31,41,0.235437757056031,0,0,0,230955000,231005000,73.14281
31,42,0.241571482420609,0,0,0,230955000,231010000,73.958855
31,43,0.196272233149961,0,0,0,230955000,231015000,68.01466
31,44,0.16221208612034,0,0,0,230955000,231020000,62.166904
32,37,0.814210843427438,0,0,0,230960000,230985000,131.65062
32,39,0.446074388193666,0,0,0,230960000,230995000,95.72917
32,40,0.323704143339687,0,0,0,230960000,231000000,82.297485
32,41,0.345133027219963,0,0,0,230960000,231005000,84.650505
35,43,0.362344357694037,0,0,0,230975000,231015000,89.58983
50,135,0.0715623873511116,0,0,0,231050000,231475000,41.504402
51,135,0.0743625842393508,0,0,0,231055000,231475000,42.22308
52,68,0.133060318132414,0,0,0,231060000,231140000,56.81651
53,64,0.333486533947064,0,0,0,231065000,231120000,83.15926
53,65,0.189857643765307,0,0,0,231065000,231125000,66.9769
53,66,0.201362159406907,0,0,0,231065000,231130000,68.788795
53,67,0.155432035744048,0,0,0,231065000,231135000,61.35363
53,69,0.182671055920065,0,0,0,231065000,231145000,65.46263
53,78,0.0845641177639036,0,0,0,231065000,231190000,45.537514
53,94,0.0838233010847726,0,0,0,231065000,231270000,45.338223
53,95,0.106451178687652,0,0,0,231065000,231275000,51.395725
53,96,0.0927823843550366,0,0,0,231065000,231280000,47.42349
53,97,0.0681560125980575,0,0,0,231065000,231285000,40.439503
53,98,0.0677489153335727,0,0,0,231065000,231290000,40.1544
53,100,0.0692048726345962,0,0,0,231065000,231300000,40.761024
53,101,0.0709728856342964,0,0,0,231065000,231305000,41.36195
53,102,0.0667348064112282,0,0,0,231065000,231310000,39.790176
53,106,0.0835677346708808,0,0,0,231065000,231330000,45.242027
53,132,0.0890330067855286,0,0,0,231065000,231460000,46.611584
53,133,0.0929653345864613,0,0,0,231065000,231465000,47.46514
53,134,0.123689076105416,0,0,0,231065000,231470000,54.808594
53,135,0.0918682314625308,0,0,0,231065000,231475000,47.207314
54,57,1.00000000000013,0,0,0,231070000,231085000,194.76593
54,62,0.340939440970245,0,0,0,231070000,231110000,83.95287
54,64,0.277447205875777,0,0,0,231070000,231120000,77.44782
54,65,0.278016765598792,0,0,0,231070000,231125000,77.564285
54,66,0.295119039853064,0,0,0,231070000,231130000,80.4648
54,67,0.179891777886729,0,0,0,231070000,231135000,65.27973
54,70,0.153048055051818,0,0,0,231070000,231150000,61.076656
54,74,0.100101172471509,0,0,0,231070000,231170000,49.44872
54,76,0.102826799640615,0,0,0,231070000,231180000,50.015602
54,78,0.121659092108657,0,0,0,231070000,231190000,54.368523
54,79,0.0832266549714366,0,0,0,231070000,231195000,45.11965
54,90,0.0691778114982555,0,0,0,231070000,231250000,40.75833
54,94,0.0934831174907706,0,0,0,231070000,231270000,47.70211
54,96,0.103546645344829,0,0,0,231070000,231280000,50.181984
54,97,0.0747253683688413,0,0,0,231070000,231285000,42.44583
54,98,0.0699154422531164,0,0,0,231070000,231290000,41.009647
54,99,0.0742573206139858,0,0,0,231070000,231295000,42.18315
54,100,0.0800654389040216,0,0,0,231070000,231300000,43.955452
54,101,0.0769650706651621,0,0,0,231070000,231305000,43.414043
54,102,0.091583897012613,0,0,0,231070000,231310000,47.15976
54,107,0.0675234709588794,0,0,0,231070000,231335000,40.07041
54,132,0.0794362763709133,0,0,0,231070000,231460000,43.909233
54,133,0.125007789997205,0,0,0,231070000,231465000,55.077053
54,134,0.0902887015335857,0,0,0,231070000,231470000,46.83043
54,135,0.110368939510269,0,0,0,231070000,231475000,52.067802
55,64,0.357004641835355,0,0,0,231075000,231120000,87.567505
55,65,0.302096349898764,0,0,0,231075000,231125000,81.01923
55,66,0.273671961484523,0,0,0,231075000,231130000,77.05124
55,67,0.193721364225964,0,0,0,231075000,231135000,67.59513
55,68,0.176047400735954,0,0,0,231075000,231140000,64.90084
55,72,0.131239840956496,0,0,0,231075000,231160000,56.307625
55,75,0.103891643973479,0,0,0,231075000,231175000,50.23126
55,77,0.0995507980654376,0,0,0,231075000,231185000,49.3079
55,78,0.0991837442381519,0,0,0,231075000,231190000,49.158638
55,83,0.0826749196653551,0,0,0,231075000,231215000,44.85326
55,94,0.0761773271783429,0,0,0,231075000,231270000,42.85863
55,95,0.0707408073191358,0,0,0,231075000,231275000,41.252094
55,96,0.0919406480353112,0,0,0,231075000,231280000,47.24159
55,97,0.0726842704972067,0,0,0,231075000,231285000,41.73357
55,98,0.0667325700828831,0,0,0,231075000,231290000,39.776604
55,99,0.0648967882510654,0,0,0,231075000,231295000,39.173767
55,101,0.0740428386061369,0,0,0,231075000,231305000,42.108707
55,102,0.0658824095768776,0,0,0,231075000,231310000,39.415806
55,130,0.0732656494717011,0,0,0,231075000,231450000,41.908577
55,135,0.0828938327639961,0,0,0,231075000,231475000,44.890907
56,64,0.435378043534458,0,0,0,231080000,231120000,93.47827
56,65,0.349601836354205,0,0,0,231080000,231125000,86.72042
56,66,0.257994616078909,0,0,0,231080000,231130000,76.09967
56,69,0.165224031203716,0,0,0,231080000,231145000,63.25
56,70,0.168243113069397,0,0,0,231080000,231150000,63.865074
56,78,0.0919071595900106,0,0,0,231080000,231190000,47.214973
56,81,0.0885567697121941,0,0,0,231080000,231205000,46.48924
56,93,0.076376602225819,0,0,0,231080000,231265000,43.07507
56,94,0.0671059098521153,0,0,0,231080000,231270000,39.903934
56,95,0.126225827392019,0,0,0,231080000,231275000,55.163128
56,96,0.0874932375177728,0,0,0,231080000,231280000,46.299713
56,97,0.0945549202459746,0,0,0,231080000,231285000,48.03164
56,98,0.0708807557708418,0,0,0,231080000,231290000,41.293697
56,99,0.0708806534386188,0,0,0,231080000,231295000,41.29353
56,100,0.105273718359592,0,0,0,231080000,231300000,50.864845
56,101,0.0722820028315544,0,0,0,231080000,231305000,41.6649
56,102,0.0749954460278492,0,0,0,231080000,231310000,42.49295
56,104,0.0696549008254852,0,0,0,231080000,231320000,40.88659
56,133,0.0811173196825056,0,0,0,231080000,231465000,44.3012
56,134,0.0942893828709019,0,0,0,231080000,231470000,47.969086
56,135,0.0921530394800644,0,0,0,231080000,231475000,47.26122
57,63,0.581228938096672,0,0,0,231085000,231115000,105.84752
57,64,0.44447529462859,0,0,0,231085000,231120000,95.33793
57,65,0.454118538403033,0,0,0,231085000,231125000,98.671425
57,66,0.44488793220619,0,0,0,231085000,231130000,95.35243
57,69,0.184835639464523,0,0,0,231085000,231145000,65.81149
57,71,0.17296652906273,0,0,0,231085000,231155000,64.52122
57,77,0.132972011811978,0,0,0,231085000,231185000,56.765602
57,78,0.115359574956635,0,0,0,231085000,231190000,53.13746
57,81,0.0916146906834172,0,0,0,231085000,231205000,47.16266
57,82,0.0897367296043581,0,0,0,231085000,231210000,46.744
57,95,0.144502061005606,0,0,0,231085000,231275000,58.731937
57,96,0.112153739581754,0,0,0,231085000,231280000,52.45696
57,97,0.0869807943852028,0,0,0,231085000,231285000,46.181114
57,99,0.0830644322012634,0,0,0,231085000,231295000,44.918823
57,100,0.096232388560053,0,0,0,231085000,231300000,48.461235
57,101,0.0676832650333104,0,0,0,231085000,231305000,40.117
57,102,0.0809101756577639,0,0,0,231085000,231310000,44.21383
57,104,0.0753410621352346,0,0,0,231085000,231320000,42.542416
57,130,0.117814814775857,0,0,0,231085000,231450000,53.72576
57,132,0.0737667870427416,0,0,0,231085000,231460000,42.0405
57,133,0.0836579766392845,0,0,0,231085000,231465000,45.257214
57,134,0.0998851731082459,0,0,0,231085000,231470000,49.39182
57,135,0.0879966848085354,0,0,0,231085000,231475000,46.42139
58,64,0.815181499779561,0,0,0,231090000,231120000,131.98251
58,65,0.472471334483565,0,0,0,231090000,231125000,102.01661
58,66,0.577025875851118,0,0,0,231090000,231130000,105.29329
58,67,0.292796780857606,0,0,0,231090000,231135000,80.093994
58,69,0.248140700155454,0,0,0,231090000,231145000,75.29411
58,70,0.269242976078407,0,0,0,231090000,231150000,76.80245
58,76,0.13201670795273,0,0,0,231090000,231180000,56.47189
58,77,0.132744088149209,0,0,0,231090000,231185000,56.74191
58,78,0.109126080414065,0,0,0,231090000,231190000,51.90954
58,79,0.102129575314921,0,0,0,231090000,231195000,49.724472
58,81,0.0998849887567978,0,0,0,231090000,231205000,49.352802
58,86,0.0810342059942676,0,0,0,231090000,231230000,44.283043
58,95,0.154921735777157,0,0,0,231090000,231275000,61.25086
58,96,0.090634988858673,0,0,0,231090000,231280000,46.950787
58,97,0.0765498442826026,0,0,0,231090000,231285000,43.15816
58,98,0.0907066214446227,0,0,0,231090000,231290000,46.97446
58,99,0.0744342134713082,0,0,0,231090000,231295000,42.231087
58,100,0.121666131891066,0,0,0,231090000,231300000,54.376625
58,101,0.109868442280558,0,0,0,231090000,231305000,52.025234
58,102,0.0888489832702203,0,0,0,231090000,231310000,46.548374
58,128,0.0757262618909192,0,0,0,231090000,231440000,42.714783
58,129,0.0852286731281735,0,0,0,231090000,231445000,45.681847
58,131,0.0720472743758294,0,0,0,231090000,231455000,41.645966
58,132,0.0825976069459319,0,0,0,231090000,231460000,44.813545
58,133,0.163385927398072,0,0,0,231090000,231465000,62.791737
58,134,0.146488641836852,0,0,0,231090000,231470000,59.537777
58,135,0.0961671221252562,0,0,0,231090000,231475000,48.40507
58,136,0.0768422607651425,0,0,0,231090000,231480000,43.333717
59,62,1.00000000000013,0,0,0,231095000,231110000,195.38106
59,63,0.99877211814057,0,0,0,231095000,231115000,182.72691
59,64,0.998441977352619,0,0,0,231095000,231120000,160.02684
59,65,0.565999270475765,0,0,0,231095000,231125000,103.877075
59,66,0.603154025425606,0,0,0,231095000,231130000,114.39655
59,67,0.439651658288407,0,0,0,231095000,231135000,93.857315
59,69,0.34439006136616,0,0,0,231095000,231145000,84.53055
59,70,0.230372407707081,0,0,0,231095000,231150000,72.24167
59,72,0.191275171074467,0,0,0,231095000,231160000,67.188736
59,77,0.11211820950539,0,0,0,231095000,231185000,52.421867
59,78,0.141827610357197,0,0,0,231095000,231190000,58.27736
59,80,0.108436534833183,0,0,0,231095000,231200000,51.802082
59,95,0.0930150833444974,0,0,0,231095000,231275000,47.465824
59,96,0.0839198777728521,0,0,0,231095000,231280000,45.38943
59,97,0.0932167065138473,0,0,0,231095000,231285000,47.587215
59,98,0.113279693221418,0,0,0,231095000,231290000,52.736885
59,99,0.0839965029341386,0,0,0,231095000,231295000,45.408325
59,101,0.0937051284425706,0,0,0,231095000,231305000,47.787746
59,102,0.0730267236280901,0,0,0,231095000,231310000,41.806824
59,103,0.0723151922017823,0,0,0,231095000,231315000,41.67711
59,107,0.0682166077361327,0,0,0,231095000,231335000,40.46083
59,129,0.0702520085248148,0,0,0,231095000,231445000,41.147835
59,132,0.098095342078145,0,0,0,231095000,231460000,49.004112
59,134,0.0706921862434503,0,0,0,231095000,231470000,41.242546
59,135,0.0819139450503531,0,0,0,231095000,231475000,44.6581
60,63,1.00000000000013,0,0,0,231100000,231115000,258.28485
60,64,0.998686295291814,0,0,0,231100000,231120000,177.13689
60,65,0.801337376457414,0,0,0,231100000,231125000,124.83359
60,67,0.414233791794943,0,0,0,231100000,231135000,91.61597
60,68,0.356881046702376,0,0,0,231100000,231140000,87.48035
60,70,0.254218699363858,0,0,0,231100000,231150000,75.97917
60,76,0.13997969273654,0,0,0,231100000,231180000,58.0425
60,80,0.113733868124882,0,0,0,231100000,231200000,52.779556
60,83,0.116708638777275,0,0,0,231100000,231215000,53.56797
60,87,0.0814302608323647,0,0,0,231100000,231235000,44.505627
60,91,0.0851610131308326,0,0,0,231100000,231255000,45.608852
60,92,0.0759670395489377,0,0,0,231100000,231260000,42.769623
61,64,1.00000000000013,0,0,0,231105000,231120000,212.63017
61,65,0.998343107222889,0,0,0,231105000,231125000,153.24771
61,68,0.457734609968868,0,0,0,231105000,231140000,100.607925
61,70,0.358728090666348,0,0,0,231105000,231150000,88.33525
61,83,0.114074903888578,0,0,0,231105000,231215000,52.85902
61,84,0.0929396076721088,0,0,0,231105000,231220000,47.429962
61,88,0.0853163153247503,0,0,0,231105000,231240000,45.729065
61,90,0.0783526659475854,0,0,0,231105000,231250000,43.68529
61,92,0.107954000265017,0,0,0,231105000,231260000,51.714016
61,101,0.0733609271389257,0,0,0,231105000,231305000,41.931538
61,107,0.0680459578085086,0,0,0,231105000,231335000,40.360744
62,70,0.346191756422204,0,0,0,231110000,231150000,85.19018
62,73,0.201521604389088,0,0,0,231110000,231165000,68.8212
62,77,0.142219619962951,0,0,0,231110000,231185000,58.305405
62,84,0.0929399565596234,0,0,0,231110000,231220000,47.45283
62,87,0.093601358846875,0,0,0,231110000,231235000,47.73795
62,92,0.0804069191571503,0,0,0,231110000,231260000,44.040833
62,93,0.0939686581036533,0,0,0,231110000,231265000,47.87932
62,94,0.0741401852376102,0,0,0,231110000,231270000,42.135334
63,70,0.45170668291359,0,0,0,231115000,231150000,98.38948
63,75,0.180162775544429,0,0,0,231115000,231175000,65.34751
63,96,0.070483642090135,0,0,0,231115000,231280000,41.212067
63,98,0.0952107719105981,0,0,0,231115000,231290000,48.31625
63,130,0.0767041799936721,0,0,0,231115000,231450000,43.197323
64,70,0.571596783618209,0,0,0,231120000,231150000,104.52925
64,71,0.456669808025293,0,0,0,231120000,231155000,99.789635
64,77,0.166172215672981,0,0,0,231120000,231185000,63.400597
64,82,0.112151884175669,0,0,0,231120000,231210000,52.45671
64,90,0.0783236026277675,0,0,0,231120000,231250000,43.668125
64,93,0.0968695944982042,0,0,0,231120000,231265000,48.653343
64,94,0.0711762322977849,0,0,0,231120000,231270000,41.417095
64,95,0.104845644768552,0,0,0,231120000,231275000,50.597366
64,97,0.0866382104826418,0,0,0,231120000,231285000,46.0667
64,99,0.0711525246000939,0,0,0,231120000,231295000,41.398266
64,102,0.105988913246977,0,0,0,231120000,231310000,51.182755
64,103,0.0936809922849615,0,0,0,231120000,231315000,47.767097
64,130,0.111546618239141,0,0,0,231120000,231450000,52.25284
64,132,0.0714882728434731,0,0,0,231120000,231460000,41.459793
64,133,0.0848858537351025,0,0,0,231120000,231465000,45.563095
64,134,0.0737221016269193,0,0,0,231120000,231470000,42.00869
64,135,0.106535671875877,0,0,0,231120000,231475000,51.40793
64,136,0.082230988125109,0,0,0,231120000,231480000,44.71778
65,70,0.795637834814564,0,0,0,231125000,231150000,123.16533
65,79,0.162507701647679,0,0,0,231125000,231195000,62.309513
65,84,0.120403855700424,0,0,0,231125000,231220000,54.216084
65,89,0.0901601024652996,0,0,0,231125000,231245000,46.809807
65,95,0.0749234653194759,0,0,0,231125000,231275000,42.48432
65,96,0.104317539770206,0,0,0,231125000,231280000,50.39008
65,97,0.0769515247545773,0,0,0,231125000,231285000,43.389206
65,102,0.0665228850180737,0,0,0,231125000,231310000,39.640293
65,131,0.072994848821057,0,0,0,231125000,231455000,41.794285
65,133,0.0725457454240328,0,0,0,231125000,231465000,41.70285
65,135,0.0812755425263455,0,0,0,231125000,231475000,44.44116
65,137,0.0700281824802938,0,0,0,231125000,231485000,41.036465
66,70,0.998600295664299,0,0,0,231130000,231150000,169.76843
66,76,0.278230211475348,0,0,0,231130000,231180000,77.608215
66,77,0.23669198884465,0,0,0,231130000,231185000,73.422386
66,79,0.22618250916481,0,0,0,231130000,231195000,71.36429
66,92,0.0980115652398982,0,0,0,231130000,231260000,48.92916
66,95,0.0872588853523695,0,0,0,231130000,231275000,46.259476
66,96,0.0878305902750665,0,0,0,231130000,231280000,46.3763
66,97,0.0898792110677537,0,0,0,231130000,231285000,46.77129
66,102,0.0744361215264071,0,0,0,231130000,231310000,42.24796
66,130,0.0854318491989468,0,0,0,231130000,231450000,45.772266
66,132,0.0779224856634331,0,0,0,231130000,231460000,43.598354
66,133,0.0815476560367626,0,0,0,231130000,231465000,44.535843
66,135,0.0831153055851458,0,0,0,231130000,231475000,44.99136
67,70,1.00000000000013,0,0,0,231135000,231150000,235.03969
67,72,0.80911309984886,0,0,0,231135000,231160000,127.33373
67,74,0.410554313715845,0,0,0,231135000,231170000,91.10515
67,75,0.44941563383187,0,0,0,231135000,231175000,98.032036
67,76,0.350774328447022,0,0,0,231135000,231180000,86.82832
67,77,0.232892228758217,0,0,0,231135000,231185000,72.83574
67,78,0.242371407392203,0,0,0,231135000,231190000,74.25905
67,81,0.164375595899563,0,0,0,231135000,231205000,63.119152
67,90,0.121003162147423,0,0,0,231135000,231250000,54.26135
67,96,0.0737718087714239,0,0,0,231135000,231280000,42.040928
67,133,0.0707300268813364,0,0,0,231135000,231465000,41.24463
67,135,0.0714818762836425,0,0,0,231135000,231475000,41.458176
68,74,0.573125939708564,0,0,0,231140000,231170000,104.674095
68,75,0.442826734500342,0,0,0,231140000,231175000,94.83391
68,76,0.360046610069465,0,0,0,231140000,231180000,88.841606
68,77,0.340100846936818,0,0,0,231140000,231185000,83.77947
68,88,0.110263584266107,0,0,0,231140000,231240000,52.05629
68,91,0.0968392418597503,0,0,0,231140000,231255000,48.625603
68,92,0.111657956214301,0,0,0,231140000,231260000,52.3283
68,95,0.0916785944564693,0,0,0,231140000,231275000,47.16863
69,75,0.603708559229221,0,0,0,231145000,231175000,114.89901
69,76,0.45579383453879,0,0,0,231145000,231180000,99.56024
69,89,0.0991180699541879,0,0,0,231145000,231245000,49.126255
69,91,0.129330202867008,0,0,0,231145000,231255000,55.78
69,93,0.111883699248415,0,0,0,231145000,231265000,52.35512
69,95,0.0838841527406632,0,0,0,231145000,231275000,45.365417
69,96,0.076548250446811,0,0,0,231145000,231280000,43.1531
69,135,0.068797323155467,0,0,0,231145000,231475000,40.57714
70,75,0.813554511677464,0,0,0,231150000,231175000,130.27626
70,78,0.316967217191208,0,0,0,231150000,231190000,81.84061
70,79,0.293423032683554,0,0,0,231150000,231195000,80.313995
70,81,0.231301212861244,0,0,0,231150000,231205000,72.56794
70,83,0.195095283454847,0,0,0,231150000,231215000,67.84734
70,89,0.146385663117313,0,0,0,231150000,231245000,59.482384
70,90,0.163281072725026,0,0,0,231150000,231250000,62.713837
70,91,0.117637379533992,0,0,0,231150000,231255000,53.70488
70,92,0.105286509837865,0,0,0,231150000,231260000,50.920296
70,93,0.102850303085405,0,0,0,231150000,231265000,50.021755
70,94,0.0935029350915325,0,0,0,231150000,231270000,47.72883
70,95,0.114428475723741,0,0,0,231150000,231275000,53.00738
70,133,0.0780338244908521,0,0,0,231150000,231465000,43.636333
71,75,0.998371461286495,0,0,0,231155000,231175000,155.46854
71,76,0.815972441938755,0,0,0,231155000,231180000,133.46367
71,86,0.160515951489376,0,0,0,231155000,231230000,61.911285
71,90,0.125090398047754,0,0,0,231155000,231250000,55.07778
71,93,0.129227828678321,0,0,0,231155000,231265000,55.770634
71,94,0.0948920793099285,0,0,0,231155000,231270000,48.23631
71,95,0.090588004825541,0,0,0,231155000,231275000,46.924217
72,82,0.231409389514376,0,0,0,231160000,231210000,72.723526
72,86,0.221762347256165,0,0,0,231160000,231230000,70.95499
72,88,0.128378992487215,0,0,0,231160000,231240000,55.571865
72,89,0.133293875425716,0,0,0,231160000,231245000,56.89821
72,90,0.117853993929267,0,0,0,231160000,231250000,53.727802
72,92,0.124799796283839,0,0,0,231160000,231260000,55.03588
73,85,0.197901632981611,0,0,0,231165000,231225000,68.212555
73,88,0.162549177289695,0,0,0,231165000,231240000,62.32403
73,89,0.14678046610792,0,0,0,231165000,231245000,59.68255
73,90,0.124801305264329,0,0,0,231165000,231250000,55.04146
74,83,0.284713221676096,0,0,0,231170000,231215000,78.93358
74,84,0.246712683075132,0,0,0,231170000,231220000,75.093956
74,86,0.199391257849982,0,0,0,231170000,231230000,68.43112
75,92,0.248128317121103,0,0,0,231175000,231260000,75.23746
75,93,0.809796529212742,0,0,0,231175000,231265000,127.717476
